String,Admin Roles,Content Roles,End User,From Mukurtu
Warning: Give to trusted roles only; this permission has security implications.,x,,,
Warning: if you change the breakpoint group you lose all your image style selections for each breakpoint.,,,,
"Warning: Only enable all operations if the site requires it. <a href="":docs"">Learn more about securing your site with JSON:API.</a>",,,,
Warning: The following people are deceased. Click through to access content. [names],x,x,x,x
Warning: This permission may have security implications depending on how the text format is configured.,,,,
"WARNING: You are not using an encrypted connection, so your password will be sent in plain text. <a href="":https-link"">Learn more</a>.",,,,
Warnings,x,,,
Warnings found,x,,,
Watchdog,x,,,
Watchdog database log,,,,
We were unable to find any installation profiles. Installation profiles tell us what modules to install and what schema to install in the database. A profile is necessary to continue with the installation process.,,,,
Weak,,,,
Web page addresses and email addresses turn into links automatically.,,,,
Web Server,x,,,
Web server,x,,,
Web services,x,,,
Webform,,,,
Website feedback,x,,,
Wed,,,,
Wednesday,,,,
Week,,,,
Week @week,,,,
Week Date,,,,
Weekly,x,,,
Weight,x,,,
Weight among shortcuts in the same shortcut set.,,,,
Weight element maximum value,,,,
Weight for @block block,,,,
Weight for @display,,,,
Weight for @id,,,,
Weight for @title,,,,
Weight for @title language detection method,,,,
Weight for added term,,,,
Weight for new effect,,,,
Weight for new file,,,,
Weight for processor %title,,,,
Weight for row @number,,,,
Weight for type @type,,,,
Weight of field in relation to other profile fields.,,,,
Weight of the block for ordering within regions.,,,,
Weight value must be numeric.,,,,
Weight.,,,,
Weight: @weight,,,,
Welcome (awaiting approval),x,,,
Welcome (new user created by administrator),x,,,
Welcome (no approval required),x,,,
Welcome to [site:name],,,,
Welcome!,,,,
West,,,,
Western Sahara,,,,
What administrative interface components are available?,,,,
What are 403 and 404 responses?,,,,
What are blocks?,,,,
What are breakpoints?,,,,
What are bulk operations?,,,,
What are contact forms?,,,,
What are content blocks?,,,,
What are contextual links?,,,,
What are cron tasks?,,,,
What are Drupal announcements?,,,,
What are installing and uninstalling?,,,,
What are media items?,,,,
What are media queries?,,,,
What are resolution multipliers?,,,,
What are search pages?,,,,
What are security advisories?,,,,
What are security updates?,,,,
What are shortcuts?,,,,
What are text filters and text formats?,,,,
What are the components of a view?,,,,
What are the fields on contact forms?,,,,
What are the limitations of the core Search module?,,,,
What are the parts of a layout?,,,,
What are the search permissions?,,,,
What are the sections of the administrative menu?,,,,
What are the settings related to user account creation and deletion?,,,,
"What are updating, upgrading, and migrating?",,,,
What are variables in email message text?,,,,
What can I do to improve my site's performance?,,,,
What content visits are tracked?,,,,
What field types are available?,,,,
What if it says <code>cweagans/composer-patches</code> cannot be installed/removed?,,,,
What if it says <code>cweagans/composer-patches</code> must be a root dependency?,,,,
What if it says I have unsupported Composer plugins in my codebase?,,,,
What if it says the <code>composer validate</code> command failed?,,,,
What if it says the <code>composer</code> executable cannot be found?,,,,
What if it says the <code>proc_open()</code> function is disabled on your PHP installation?,,,,
What if it says the detected version of Composer is not supported?,,,,
What is a base theme?,,,,
What is a breakpoint group?,,,,
What is a comment type?,,,,
What is a comment?,,,,
What is a content entity?,,,,
What is a content item?,,,,
What is a content moderation workflow?,,,,
What is a content type?,,,,
What is a field?,,,,
What is a formatter?,,,,
What is a help topic?,,,,
What is a language detection method?,,,,
What is a layout?,,,,
What is a menu?,,,,
What is a module?,,,,
What is a path?,,,,
What is a permission?,,,,
What is a reference field?,,,,
What is a role?,,,,
What is a text editor?,,,,
What is a theme?,,,,
What is a URL?,,,,
What is a user?,,,,
What is a view?,,,,
What is a web service?,,,,
What is a widget?,,,,
What is an alias?,,,,
What is an Experimental module?,,,,
What is an image style?,,,,
What is caching?,,,,
What is configuration synchronization?,,,,
What is file aggregation?,,,,
What is HTTP Basic authentication?,,,,
What is maintenance mode?,,,,
What is moderation?,,,,
What is quick editing?,,,,
What is serialization?,,,,
What is site performance?,,,,
What is taxonomy?,,,,
What is the block description?,,,,
What is the block title?,,,,
What is the cache?,,,,
What is the configuration system?,,,,
What is the media library?,,,,
What is the search index?,,,,
What kinds of configuration are there?,,,,
What language detection methods are available?,,,,
What modules provide site search?,,,,
What modules provide web services?,,,,
What options are available for running cron?,,,,
What options are available for using this tracking information?,,,,
What other errors can occur?,,,,
What settings are available for List field types?,,,,
What should Pathauto do when updating an existing content item which already has an alias?,,,,
What single character to use as a decimal point.,,,,
What single character to use as the thousands separator.,,,,
What text can be translated in your site?,,,,
What text filters are available?,,,,
What to do when you are ready to build your Drupal website,,,,
What types of data does a site have?,,,,
What types of Text fields are available?,,,,
What will be upgraded?,,,,
"When a form is not filled in correctly (for example, if a required field is left blank), a warning message is displayed at the top of the form. This message links to the affected form elements, and individual error messages are displayed next to each form element.",,,,
"When a necessary tag/attribute is not directly supported by an available plugin, the ""Source Editing"" plugin is enabled. This plugin is typically used for by passing the CKEditor 5 UI and editing contents as HTML source. In the settings for Source Editing, tags/attributes that aren't available via other plugins are added to Source Editing's ""Manually editable HTML tags"" setting so they are supported by the text format.",,,,
"When a new media item is created, the Media module records basic information about it, including the author, date of creation, and the <a href="":media-type"">media type</a>. It also manages the <em>publishing options</em>, which define whether or not the item is published. Default settings can be configured for each type of media on your site.",,,,
"When a paragraph is opened for editing, close others.",,,,
When a pattern includes certain characters (such as those with accents) should Pathauto attempt to transliterate them into the US-ASCII alphabet?,,,,
"When a user visits a web page, the web server sends a response code in addition to the page content. A normal, non-error response has code 200. If the page does not exist on the site, the response code is 404. If the page exists, but the user is not authorized to visit the page, the response code is 403. The core software provides default responses for both 403 and 404 codes, but if you prefer, you can create your own pages for each.",,,,
"When adding new media items within the modal dialog, the fields that are displayed can be customized by configuring the ""Media library"" form mode for each of your <a href="":media-types"">media types</a>.",,,,
When cancelling a user account,x,,,
When cancelling these accounts,,,,
When cancelling your account,,,,
"When checked, aliases which have been manually set are not affected by this mass-deletion.",,,,
"When checking for updates, your site automatically sends anonymous information to Drupal.org. See the <a href=""@update-status-module-docs"" target=""_blank"">Update Status module documentation</a> for details.",,,,
"When CKEditor 5 is chosen from the <em>Text editor</em> drop-down menu, its toolbar configuration is displayed. You can add and remove buttons from the <em>Active toolbar</em> by dragging and dropping them. Separators and rows can be added to organize the buttons.",,,,
"When configuration is exported, the active configuration is exported as a set of files in YAML format. When using the <em>Configuration synchronization</em> administrative UI, configuration can be exported as a full-export or single-item archive. This archive can then be imported into the destination site instance.",,,,
When content reaches this state it should be made the default revision; this is implied for published states.,,,,
When content reaches this state it should be published.,,,,
"When creating a new host entity, a paragraph of this type is added.",,,,
"When creating or editing data in a field that has text formats enabled, users can select the format under the field from the Text format select list.",,,,
"When editing, available as action. ""Add above"" only works in add mode ""Modal form""",,,,
"When enabled, images can only be uploaded. When disabled, images can only be added by URL.",,,,
"When enabled, the user must confirm the account cancellation via email.",,,,
"When enabled, the user will receive an email notification after the account has been canceled.",,,,
"When enabled, this module exposes all fields for all entity view displays. When disabled, only entity type bundles that have layout builder enabled will have their fields exposed. Enabling this module could significantly decrease performance on sites with a large number of entity types and bundles.",,,,
"When listing forms, those with lighter (smaller) weights get listed before forms with heavier (larger) weights. Forms with equal weights are sorted alphabetically.",,,,
"When new content is created, the Node module records basic information about the content, including the author, date of creation, and the <a href="":content-type"">Content type</a>. It also manages the <em>publishing options</em>, which define whether or not the content is published, promoted to the front page of the site, and/or sticky at the top of content lists. Default settings can be configured for each <a href="":content-type"">type of content</a> on your site.",,,,
"When performing maintenance, such as installing, uninstalling, or updating a module, put your site in maintenance mode.",,,,
"When printing the title and summary, how to transform the case of the filter value.",,,,
"When printing URL paths, how to transform the case of the filter value.",,,,
"When printing URL paths, how to transform the case of the filter value. Do not use this unless with Postgres as it uses case sensitive comparisons.",,,,
"When providing a menu link as a tab, Drupal needs to know what the parent menu link of that tab will be. Sometimes the parent will already exist, but other times you will need to have one created. The path of a parent link will always be the same path with the last part left off. i.e, if the path to this view is <em>foo/bar/baz</em>, the parent path would be <em>foo/bar</em>.",,,,
"When selecting media for an entity reference field or a text editor, Media Library opens a modal dialog to help users easily find and select media. The modal dialog can toggle between a grid-style and table-style interface, and new media items can be uploaded directly into it.",,,,
"When switching an existing text format to use CKEditor 5, an automatic process is initiated that helps text formats switching to CKEditor 5 from CKEditor 4 (or no text editor) to do so with minimal effort and zero data loss.",,,,
When the filter value <em>IS</em> available or a default is provided,,,,
When the filter value <em>IS</em> in the URL or a default is provided,,,,
When the filter value is <em>NOT</em> available,,,,
When the filter value is <em>NOT</em> in the URL,,,,
When the filter value is NOT available,,,,
"When the list of modules that will and will not be upgraded meets your expectations, click <em>Perform upgrade</em> and wait for the upgrade to complete. You will see a message about the number of upgrade tasks that were successful or failed, and you can review the upgrade message log by clicking the link on the results page.",,,,
"When the Password Compatibility module is installed, a user can log in with a username and password created before Drupal 10.1.0. The first time these credentials are used, a new hash is computed and saved. From then on, the user will be able to log in with the same username and password whether or not this module is installed.",,,,
When the user has the following roles,,,,
"When there is an error processing a row, the migration system saves the error message but not the source ID(s) of the row. That is why some messages in this table have 'Not available' in the source ID column(s).",,,,
"When this option is checked, this translation needs to be updated. Uncheck when the translation is up to date again.",,,,
"When users visit the main search page (see @search_link), they will see the configured search pages that they have access to. Each search page has a search form on it, and the page will display search results after the user enters keywords into the form and clicks the search button.",,,,
"When you add a new translation, the original text you are translating is displayed in the edit form as the <em>source</em>. If at least one translation of the original content already exists when you add a new translation, you can choose either the original content (default) or one of the other translations as the source, using the select list in the Source language section. After saving the translation, the chosen source language is then listed on the Translate tab of the content.",,,,
"When you are done making changes, click <em>Save</em>.",,,,
"When you are performing site maintenance, you can prevent non-administrative users (including anonymous visitors) from viewing your site by putting it in <a href="":maintenance-mode"">Maintenance mode</a>. This will prevent unauthorized users from making changes to the site while you are performing maintenance, or from seeing a broken site while updates are in progress.",,,,
"When you are satisfied with your layout, click <em>Save layout</em>.",,,,
"When you create an image field, you will need to choose whether the uploaded images will be stored in the public or private file directory defined in your settings.php file and shown on the <a href="":file-system"">File system page</a>. This choice cannot be changed later. You can also configure your field to store files in a subdirectory of the public or private directory; this setting can be changed later and can be different for each entity sub-type using the field. For more information on file storage, see the <a href="":system-help"">System module help page</a>.",,,,
"When you define an image style, you will need to choose a displayed name and a machine name. The displayed name is shown in administrative pages, and the machine name is used to generate the URL for accessing an image processed in that style. There are two common approaches to naming image styles: either based on the effects being applied (for example, <em>Square 85x85</em>), or based on where you plan to use it (for example, <em>Profile picture</em>).",,,,
When you define the list options you can define a key and a label for each option in the list. The label will be shown to the users while the key gets stored in the database.,,,,
"When you first create a view, you will specify what type of <em>base data</em> is being displayed in the view, which cannot be changed. After choosing a base data type, you can edit the following components, which allow you to specify which data to output, in what order, and in what format:",,,,
"When you have finished changing all the settings, verify that the display is correct by clicking <em>Update preview</em>. Return to editing settings if necessary.",,,,
"When you have performed the steps above, you may proceed.",,,,
"When you have verified the display, click <em>Save</em>. Alternatively, if you have made mistakes and want to discard your changes, click <em>Cancel</em>.",,,,
"When your site is in maintenance mode, most site visitors will see a simple maintenance mode message page, rather than being able to use the full functionality of the site. Users with <em>Use the site in maintenance mode</em> permission who are already logged in will be able to use the full site, and the log in page at <em>/user</em> will also be accessible to anyone.",,,,
Whenever this declaration is more important than others.,,,,
"Whenever your site checks for available updates and finds new releases, it can notify a list of users via email. Put each address on a separate line. If blank, no emails will be sent.",,,,
Where are help topics listed?,,,,
Whether a new revision should be created by default,,,,
Whether an automated alias should be created or not.,,,,
"Whether form auto-completion is enabled. (0 = disabled, 1 = enabled)",,,,
"Whether or not free tagging is enabled for the vocabulary. (0 = disabled, 1 = enabled)",,,,
"Whether or not multiple terms from this vocabulary may be assigned to a node. (0 = disabled, 1 = enabled)",,,,
"Whether or not related terms are enabled within the vocabulary. (0 = disabled, 1 = enabled)",,,,
"Whether or not terms are required for nodes using this vocabulary. (0 = disabled, 1 = enabled)",,,,
Whether or not the block is enabled.,,,,
"Whether or not the content is sticky. To list sticky content first, set this to descending.",,,,
Whether or not the content related to a term is published.,,,,
Whether or not the content related to a term is sticky.,,,,
"Whether or not the content related to a term is sticky. To list sticky content first, set this to descending.",,,,
Whether or not this module is enabled for search.,,,,
Whether or not this path has a redirect assigned.,,,,
Whether or not to record.,,,,
Whether primary tabs are shown,,,,
Whether secondary tabs are shown,,,,
Whether stubbing is allowed.,,,,
Whether the comment is approved (or still in the moderation queue).,,,,
"Whether the field is visible in the user registration form. (1 = yes, 0 = no)",,,,
Whether the format is cacheable.,,,,
Whether the language is enabled.,,,,
Whether the language is written left-to-right (ltr) or right-to-left (rtl).,,,,
Whether the Layout Builder is enabled for this display,,,,
Whether the list should be visible on the node page.,,,,
Whether the thumbnail downloads should be queued,,,,
Whether the user is active or blocked.,,,,
"Whether the user is required to enter a value. (0 = no, 1 = yes)",,,,
Whether to apply a simple Chinese/Japanese/Korean tokenizer based on overlapping sequences. Turn this off if you want to use an external preprocessor for this instead. Does not affect other languages.,,,,
Whether to force the output to be an absolute link (beginning with http: or https:),,,,
Whether to force this URL to point to a secure location (beginning with https:),,,,
Whether to hide non translatable fields on translation forms,,,,
Whether to log IP addresses with comments or not.,,,,
Whether to log 'page not found' messages to the standard log or not.,,,,
Whether to send a copy of the message to the sender.,,,,
Whether to show language selector on create and edit pages,,,,
Which bundles should be indexed?,,,,
Which display to use for path,,,,
"Which display to use to get this display's path for things like summary links, rss feed links, more links, etc.",,,,
Which field contains geodata?,,,,
Which key should be displayed,,,,
Which languages should be indexed?,,,,
Which Paragraph types should be allowed?,,,,
Which roles should the users receive?,,,,
Which theme the block is placed in.,,,,
"While it is recommended to uninstall this module, doing so may remove blocks that are being used in your site.",,,,
"While the contextual links button for the area of interest is visible, click the button to display the list of links for that area. Click a link in the list to visit the corresponding administrative page.",,,,
"While you have the option to provide only one image style per breakpoint, the sizes attribute allows you to provide more options to browsers as to which image file it can display. If using sizes field and art direction, all selected image styles should use the same aspect ratio to avoid content shifting. Breakpoints are defined in the configuration files of the theme.",,,,
White,,,,
Who can change workflow states?,,,,
Who can configure a taxonomy vocabulary?,,,,
Who can configure a workflow?,,,,
Who can configure comments?,,,,
Who can create a comment type?,,,,
Who can create a content type?,,,,
Who can create content?,,,,
Who can create URL aliases?,,,,
Who can disable comments?,,,,
Who can edit settings in place?,,,,
Who can edit views?,,,,
Who can find and edit content?,,,,
Who can manage URL aliases?,,,,
Who can moderate comments?,,,,
Who can register accounts?,x,,,
Who can see the Announcements?,,,,
Who's new,x,,,
Who's online,x,,,
Who's online block,x,,,
WID,,,,
wide,,,,
Wide,,,,
Wide (1090),x,,,
Widget,,,,
Widget (table),,,,
Widget settings:,,,,
Widget type,,,,
Widget type machine name,,,,
Widget type.,,,,
Widget types @types are used in Drupal 6 field instances: widget type @selected_type applied to the Drupal 8 base field,,,,
Widgets,,,,
Widgets and form modes,,,,
Width,x,,,
width,,,,
width @data.width,,,,
Width and height can not both be blank.,,,,
Width Breakpoint,,,,
Width of each individual color cell.,,,,
Width of the color display box.,,,,
Width of the modal,,,,
Width: %width pixels,,,,
Width: @width Height: @height,x,,,
Will be available to all users.,,,,
"Will re-generate the subquery for this relationship every time the view is run, instead of only when these options are saved. Use for testing if you are making changes elsewhere. WARNING: seriously impairs performance.",,,,
Windows installation depth,,,,
With CKEditor 5 this is a,,,,
With componentsExtend,,,,
"With multiple languages configured, registered users can select their preferred language and authors can assign a specific language to content.",,,,
With selection,,,,
"Within entity items, the data is stored in individual <em>fields</em>, each of which holds one type of data, such as formatted or plain text, images or other files, or dates. Fields can be added by an administrator on entity sub-types, so that all entity items of a given entity sub-type have the same collection of fields available, and they can be single-valued or multiple-valued. When you create or edit entity items, you are specifying the values for the fields on the entity item.",,,,
"Within the dialog, media items are divided up by type. If more than one media type can be selected by the user, the available types will be displayed as a set of vertical tabs. To users who have appropriate permissions, each media type may also present a short form allowing you to upload or create new media items of that type.",,,,
WKT,,,,
Word Entries,x,x,x,x
Word Entry,x,x,x,x
Word List,x,x,x,x
Word list name,x,x,,
Word Lists,x,x,x,x
Word Origin,x,x,x,x
Word Type,x,x,x,x
word_lists,,,,
word_type,,,,
"Words to strip out of the URL alias, separated by commas. Do not use this to remove punctuation.",,,,
Workflow,,,,
workflow,,,,
Workflow %label deleted.,,,,
Workflow Settings,,,,
Workflow state labelArchived,,,,
Workflow state labelDraft,,,,
Workflow state labelPublished,,,,
Workflow transition labelArchive,,,,
Workflow transition labelCreate New Draft,,,,
Workflow transition labelPublish,,,,
Workflow transition labelRestore,,,,
Workflow transition labelRestore to Draft,,,,
Workflow type,,,,
Workflows,,,,
workflows,,,,
Working with breakpoints in Drupal,,,,
Working with help topics,,,,
Working with languages and translations,,,,
Working with languages overview,,,,
Working with multilingual views,,,,
Workspace,,,,
workspace,,,,
Workspace %info has been created.,,,,
Workspace %info has been updated.,,,,
Workspace changes,,,,
Workspace ID,,,,
Workspace name,,,,
Workspace selection,,,,
Workspace switcher,,,,
Workspaces,,,,
workspaces,,,,
"Workspaces can not be installed when the contributed Workspace module is also installed. See the <a href="":link"">upgrade path</a> page for more information on how to upgrade.",,,,
Workspaces UI,,,,
Would you like to activate the %workspace workspace?,,,,
Would you like to continue with the above?,,,,
Would you like to continue with uninstalling the above?,,,,
Would you like to merge the contents of the %source_label workspace into %target_label?,,,,
Would you like to publish the contents of the %label workspace?,,,,
Would you like to switch to the live version of the site?,,,,
Wrapper,x,,,
Wrapper class,,,,
Wrapper HTML element,,,,
Wrapping,,,,
Writable (<em>private</em> download method),x,,,
Writable (<em>public</em> download method),x,,,
Write,,,,
X,,,,
"Xdebug is enabled, which may have a negative performance impact on Package Manager and any modules that use it.",,,,
Xdebug settings,,,,
xdebug.max_nesting_level is set to %value.,,,,
X-Large,,,,
XML,,,,
Y,,,,
Yards,,,,
Year,x,x,,
Year Date,,,,
Year/Month/Day,x,x,,
YearMonthDate,,,,
Yellow,,,,
Yemen,,,,
Yes,x,x,,
yes,,,,
Yes (admin path),,,,
Yes (Forced),,,,
Yesterday,,,,
You are attempting to redirect the page to itself. This will result in an infinite loop.,,,,
You are currently using the %set-name shortcut set.,,,,
You are editing the layout for this @bundle @singular_label.,,,,
"You are editing the layout for this @bundle @singular_label. <a href="":link"">Edit the template for all @bundle @plural_label instead.</a>",,,,
You are editing the layout for this @singular_label.,,,,
"You are editing the layout for this @singular_label. <a href="":link"">Edit the template for all @plural_label instead.</a>",,,,
You are editing the layout template for all @bundle @plural_label.,,,,
You are editing the layout template for all @plural_label.,,,,
You are no longer subscribed to this item.,,,,
You are not allowed to access this page.,,,,
You are not allowed to add any of the @title types.,,,,
You are not allowed to edit or remove this @title.,,,,
You are not allowed to edit this @title.,,,,
You are not allowed to remove this @title.,,,,
You are not allowed to view this @title.,,,,
You are not authorized to access this page.,,,,
You are not subscribed to any items.,,,,
You are now subscribed to this item.,,,,
You are now using the %set_name shortcut set.,,,,
"You are now using the new %set_name shortcut set. You can edit it from this page or <a href="":switch-url"">switch back to a different one.</a>",,,,
You are now viewing the live version of the site.,,,,
"You are running on a system where PHP is compiled or limited to using 32-bit integers. This will limit the range of dates and timestamps to the years 1901-2038. Read about the <a href="":url"">limitations of 32-bit PHP</a>.",,,,
"You can add a language that is not provided in the drop-down list by choosing <em>Custom language</em> at the end of the list. You then have to configure its language code, name, and direction in the form provided.",,,,
"You can add attributes to links, by changing the <em>Format settings</em> in the <em>Manage display</em> page. Adding <em>rel=""nofollow""</em> notifies search engines that links should not be followed.",x,,,
"You can add content blocks, if the <em>Block Content</em> module is installed. For more information, see the <a href="":blockcontent-help"">Block Content help page</a>.",,,,
"You can add languages on the <a href="":language_list"">Languages</a> page by selecting <em>Add language</em> and choosing a language from the drop-down menu. This language is then displayed in the languages list, where it can be configured further. If the <a href="":interface"">Interface translation module</a> is installed, and the <em>translation server</em> is set as a translation source, then the interface translation for this language is automatically downloaded as well.",,,,
"You can add, edit, and delete view modes for entities on the <a href="":view_modes"">View modes page</a>, and you can add, edit, and delete form modes for entities on the <a href="":form_modes"">Form modes page</a>. Once you have defined a view mode or form mode for an entity type, it will be available on the Manage display or Manage form display page for each sub-type of that entity.",,,,
"You can align images (<code>data-align=""center""</code>), but also videos, blockquotes, and so on.",,,,
"You can also configure a default image that will be used if no image is uploaded in an image field. This default can be defined for all instances of the field in the field storage settings when you create a field, and the setting can be overridden for each entity sub-type that uses the field.",,,,
"You can also configure a minimum and/or maximum dimensions for uploaded images. Images that are too small will be rejected. Images that are to large will be resized. During the resizing the <a href=""http://wikipedia.org/wiki/Exchangeable_image_file_format"">EXIF data</a> in the image will be lost.",,,,
"You can also run cron manually, but this is not the recommended way to make sure it is run periodically.",,,,
"You can caption images (<code>data-caption=""Text""</code>), but also videos, blockquotes, and so on.",,,,
"You can check how much of the interface on your site is translated into which language on the <a href="":languages"">Languages</a> page. On the <a href="":translation-updates"">Available translation updates</a> page, you can check whether interface translation updates are available on the <a href="":server"">Drupal translation server</a>.",,,,
"You can choose the view modes to use for rendering the items of different datasources and bundles. We recommend using a dedicated view mode (for example, the ""Search index"" view mode available by default for content) to make sure that only relevant data (especially no field labels) will be included in the index.",,,,
"You can choose to send email only if a security update is available, or to be notified about all newer versions. If there are updates available of Drupal core or any of your installed modules and themes, your site will always print a message on the <a href="":status_report"">status report</a> page. If there is a security update, an error message will be printed on administration pages for users with <a href="":update_permissions"">permission to view update notifications</a>.",,,,
"You can choose to translate date formats on the <a href="":translation-page"">Configuration translation</a> page. This allows you not only to translate the label text, but also to set a language-specific <em>PHP date format</em>.",,,,
"You can configure what happens to content that a user created, if their account is <em>canceled</em> (deleted).",,,,
"You can control the visibility of a block by restricting it to specific pages, content types, and/or roles by setting the appropriate options under <em>Visibility settings</em> of the block configuration.",,,,
"You can create and download an archive consisting of all your site's configuration exported as <em>*.yml</em> files on the <a href="":url"">Export</a> page.",,,,
"You can create and edit text formats on the <a href="":formats"">Text formats page</a> (if the Text Editor module is installed, this page is named Text formats and editors). One text format is included by default: Plain text (which removes all HTML tags). Additional text formats may be created during installation. You can create a text format by clicking ""<a href="":add_format"">Add text format</a>"".",,,,
"You can define which fields of a content entity can be translated. For example, you might want to translate the title and body field while leaving the image field untranslated. If you exclude a field from being translated, it will still show up in the content editing form, but any changes made to that field will be applied to <em>all</em> translations of that content.",,,,
"You can define which users will be able to use each text format by selecting roles. To ensure security, anonymous and untrusted users should only have access to text formats that restrict them to either plain text or a safe set of HTML tags. This is because HTML tags can allow embedding malicious links or scripts in text. More trusted registered users may be granted permission to use less restrictive text formats in order to create rich text. <strong>Improper text format configuration is a security risk.</strong>",,,,
"You can display the new/updated status of content by creating or editing a view. There is a <em>Has new content</em> field for <em>Content</em> views, which displays the new/updated marker. There is also a <em>Has new content</em> filter, which limits the view to new and updated content.",,,,
"You can display your shortcuts by enabling the <em>Shortcuts</em> block on the <a href="":blocks"">Blocks administration page</a>. Certain administrative modules also display your shortcuts; for example, the core <a href="":toolbar-help"">Toolbar module</a> provides a corresponding menu link.",,,,
"You can edit the email messages that are sent to users when their accounts are pending, approved, created, blocked, or canceled, or when they request a password reset.",,,,
You can embed media items (using the <code>&lt;drupal-media&gt;</code> tag).,,,,
"You can enable the newly-created block for this menu on the <a href="":blocks"">Block layout page</a>.",,,,
"You can export a single configuration item by selecting a <em>Configuration type</em> and <em>Configuration name</em> on the <a href="":single-export"">Single export</a> page. The configuration and its corresponding <em>*.yml file name</em> are then displayed on the page for you to copy.",,,,
"You can find more information about HTTP redirect status codes at <a href=""@status-codes"">@status-codes</a>.",,,,
"You can import a single configuration item by pasting it in YAML format into the form on the <a href="":single-import"">Single import</a> page.",,,,
You can link to media from the following services: @providers,,,,
"You can look around the site to get ideas for what kinds of features Drupal is capable of, and to see how an actual site can be built using Drupal core.",,,,
"You can make it possible for new users to register themselves for accounts, with or without email verification or administrative approval. Or, you can make it so only administrators with <em>Administer users</em> permission can register new users.",,,,
You can now use this media type by adding a Media reference field to any content entity sub-type. See related topic below.,,,,
"You can now use this responsive image style to format a field containing an image, in your layouts or traditional field displays. See related topics below for more information.",,,,
You can only change the hierarchy for the <em>published</em> version of this menu link.,,,,
You can only change the hierarchy for the <em>published</em> version of this term.,,,,
You can only change the menu settings for the <em>published</em> version of this content.,,,,
You can only change the URL alias for the <em>published</em> version of this content.,,,,
"You can place a new block in a region by selecting <em>Place block</em> on the <a href="":blocks"">Block layout page</a>. Once a block is placed, it can be moved to a different region by drag-and-drop or by using the <em>Region</em> drop-down list, and then clicking <em>Save blocks</em>.",,,,
"You can place blocks for each theme on the <a href="":blocks"">block layout</a> page.",,,,
"You can precede keywords by - to exclude them; you must still have at least one ""positive"" keyword. Example: cat -dog (content must contain cat and cannot contain dog).",,,,
"You can reorganize the terms in %capital_name using their drag-and-drop handles, and group terms under a parent term by sliding them under and to the right of the parent.",,,,
You can re-use a field from other sub-types of the same entity type. Re-using a field creates another usage of the same field storage.,,,,
"You can review a <a href="":log"">log of upgrade messages</a> by clicking the link in the message provided after the upgrade or by filtering the messages for the type <em>migrate_drupal_ui</em> on the <a href="":messages"">Recent log messages</a> page.",,,,
"You can review differences between the active configuration and an imported configuration archive on the <a href="":synchronize"">Synchronize</a> page to ensure that the changes are as expected, before finalizing the import. The Synchronize page also shows configuration items that would be added or removed.",,,,
"You can see where the regions are for the current theme by clicking the <em>Demonstrate block regions</em> link on the <a href="":blocks"">Block layout page</a>. Regions are specific to each theme.",,,,
You can select one @entity_type.,,,,
You can select up to @maximum @entity_type (@remaining left).,,,,
"You can set up a task on your web server to visit the <em> cron URL</em>, which is unique to your site, on a schedule.",,,,
"You can translate individual strings directly on the <a href="":translate"">User interface translation</a> page, or download the currently-used translation file for a specific language on the <a href="":export"">Interface translation export</a> page. Once you have edited the translation file, you can then import it again on the <a href="":import"">Interface translation import</a> page.",,,,
"You can upload a full site configuration from an archive file on the <a href="":url"">Import</a> page. When importing data from a different environment, the site and import files must have matching configuration values for UUID in the <em>system.site</em> configuration item. That means that your other environments should initially be set up as clones of the target site. Migrations are not supported.",,,,
"You can use * as a wildcard within your keyword. Example: m*r would match user names mar, delmar, and elementary.",,,,
"You can use the <em>Migration</em> group of modules to perform the migration step of upgrading from Drupal 6 or 7 to Drupal 8 or later, as well as other migrations. These modules also provide APIs that can be used by programmers to write custom software for migrations. Here are the functions of the core migration modules:",,,,
"You can use upper-case AND to require all words, but this is the same as the default behavior. Example: cat AND dog (same as cat dog, content must contain both ""cat"" and ""dog"").",,,,
"You can view a list of content awaiting moderation on the <a href="":moderated"">moderated content page</a>. This will show any content in an unpublished state, such as Draft or Archived, to help surface content that requires more work from content editors.",,,,
You cannot send more than %limit messages in @interval. Try again later.,,,,
You cannot use an external URL. Enter a relative path.,,,,
You currently have no drafts.,x,x,,
You did not add any @title types yet.,,,,
"You did not add any Paragraph types yet, click <a href="":here"">here</a> to add one.",,,,
You do not have access to activate the %workspace_label workspace.,,,,
You do not have access to the referenced entity (%type: %id).,,,,
You do not have any administrative items.,,,,
You do not have permission to view @item_label.,,,,
You Get,,,,
You have configured display %display with a path which is an path alias as well. This might lead to unwanted effects so better use an internal path.,,,,
You have no fields. Add some to your view.,,,,
"You have not created any block types yet. Go to the <a href="":url"">block type creation page</a> to add a new block type.",,,,
"You have not created any content types yet. Go to the <a href=""@create_content"">content type creation page</a> to add a new content type.",,,,
"You have not created any content types yet. Go to the <a href=""@create-content"">content type creation page</a> to add a new content type.",,,,
"You have selected local translation source, but no <a href="":url"">Interface translation directory</a> was configured.",,,,
You have to add some fields to be able to use this filter.,,,,
You have to enter a key if you want to display a key of the data.,,,,
You have to specify a valid translation authoring date.,,,,
You have tried to use a one-time login link that has either been used or is no longer valid. Request a new one using the form below.,,,,
You have tried to use a one-time login link that has expired. Request a new one using the form below.,,,,
You have tried to use an account cancellation link that has expired. Request a new one using the form below.,,,,
You have unsaved changes on this @title item.,,,,
